state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,1166471.0,1437825.0,870853.0
Illinois,17,1854228.0,2566675.0,1421577.0
California,06,5820388.0,8059325.0,4493220.0
Arizona,04,1089155.0,1393575.0,840252.0
Massachusetts,25,1085584.0,1502925.0,823429.0
Wisconsin,55,955412.0,1082100.0,709908.0
Texas,48,4133747.0,5099325.0,2970596.0
Nebraska,31,285708.0,407500.0,195639.0
Utah,49,510267.0,579700.0,307059.0
Oregon,41,671315.0,841550.0,475841.0
Florida,12,3467856.0,4514300.0,2366552.0
New York,36,0,0,0
Rhode Island,44,141155.0,228650.0,97380.0
Georgia,13,1437718.0,2020275.0,1027629.0
New Hampshire,33,208541.0,311875.0,146718.0
North Carolina,37,1617435.0,2067725.0,1166560.0
New Jersey,34,1349327.0,1776775.0,992728.0
Colorado,08,926807.0,1210475.0,631243.0
Maryland,24,850994.0,1193075.0,618905.0
Nevada,32,428423.0,534775.0,327691.0
Tennessee,47,967085.0,1361700.0,659390.0
Hawaii,15,225188.0,310600.0,162945.0
Indiana,18,1058874.0,1388375.0,770193.0
Kentucky,21,678768.0,892100.0,488161.0
Minnesota,27,870743.0,1132350.0,643627.0
Oklahoma,40,682354.0,816650.0,477378.0
Pennsylvania,42,1822327.0,2689425.0,1363250.0
South Carolina,45,704186.0,891650.0,525641.0
District of Columbia,11,121313.0,193900.0,84740.0
Kansas,20,389983.0,581975.0,287680.0
Missouri,29,848026.0,1129975.0,613292.0
Vermont,50,106787.0,138025.0,73105.0
Virginia,51,1355231.0,1596425.0,1004422.0
Connecticut,09,674704.0,854725.0,473106.0
Iowa,19,456512.0,597725.0,335771.0
Louisiana,22,769155.0,895150.0,518682.0
Ohio,39,1691925.0,2315100.0,1241257.0
Michigan,26,1604973.0,1919975.0,1096479.0
South Dakota,46,160223.0,182025.0,109875.0
Arkansas,05,472536.0,630700.0,338611.0
Delaware,10,146437.0,188075.0,114564.0
Mississippi,28,427198.0,614100.0,312244.0
New Mexico,35,419882.0,429950.0,286538.0
North Dakota,38,148916.0,155375.0,99364.0
Wyoming,56,99099.0,122200.0,71653.0
Alaska,02,183831.0,271550.0,126381.0
Maine,23,193246.0,299375.0,141778.0
Alabama,01,612254.0,965550.0,474065.0
Idaho,16,242295.0,329575.0,174495.0
Montana,30,176810.0,199825.0,127657.0
West Virginia,54,386583.0,395600.0,247689.0
