state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,346765.0,805000.0,286500.0
Illinois,17,539926.0,1094000.0,425824.0
California,06,1532329.0,4169450.0,1255311.0
Arizona,04,281887.0,752250.0,246960.0
Massachusetts,25,330490.0,737550.0,288209.0
Wisconsin,55,222492.0,538325.0,193461.0
Texas,48,1471746.0,2551125.0,1282998.0
Nebraska,31,106283.0,237500.0,91040.0
Utah,49,181792.0,319700.0,159814.0
Oregon,41,216928.0,431450.0,192550.0
Florida,12,1239975.0,2545050.0,1125338.0
New York,36,0,0,0
Rhode Island,44,56617.0,122575.0,45904.0
Georgia,13,397048.0,1077375.0,356010.0
New Hampshire,33,75418.0,145400.0,67366.0
North Carolina,37,427480.0,1118250.0,368818.0
New Jersey,34,432220.0,898550.0,381159.0
Colorado,08,340438.0,631400.0,287174.0
Maryland,24,258146.0,628800.0,233443.0
Nevada,32,107133.0,276775.0,89110.0
Tennessee,47,358534.0,672825.0,305780.0
Hawaii,15,71944.0,154150.0,58111.0
Indiana,18,356385.0,741025.0,297720.0
Kentucky,21,223946.0,444325.0,208664.0
Minnesota,27,252548.0,595775.0,209862.0
Oklahoma,40,251684.0,455275.0,217690.0
Pennsylvania,42,568660.0,1223250.0,482791.0
South Carolina,45,192608.0,437675.0,160518.0
District of Columbia,11,51733.0,75175.0,41135.0
Kansas,20,122705.0,265600.0,105679.0
Missouri,29,244476.0,572125.0,193867.0
Vermont,50,40814.0,75950.0,34607.0
Virginia,51,343366.0,962900.0,304160.0
Connecticut,09,243140.0,430375.0,213145.0
Iowa,19,149850.0,291075.0,133528.0
Louisiana,22,264400.0,485625.0,228831.0
Ohio,39,487481.0,1119175.0,456424.0
Michigan,26,508607.0,1031100.0,434402.0
South Dakota,46,62518.0,95825.0,52548.0
Arkansas,05,173312.0,334825.0,144792.0
Delaware,10,45640.0,100375.0,38610.0
Mississippi,28,122586.0,307950.0,112525.0
New Mexico,35,143302.0,225850.0,116128.0
North Dakota,38,57657.0,78150.0,48350.0
Wyoming,56,29309.0,62575.0,25841.0
Alaska,02,68293.0,150350.0,56911.0
Maine,23,76167.0,155800.0,64260.0
Alabama,01,139200.0,483275.0,121113.0
Idaho,16,69267.0,166850.0,58328.0
Montana,30,57220.0,111625.0,48086.0
West Virginia,54,158621.0,231800.0,132929.0
