state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,2001032.0,2628620.0,1276221.0
Illinois,17,3204414.0,4334465.0,2204820.0
California,06,10071476.0,13609110.0,6868469.0
Arizona,04,2038623.0,2598435.0,1325003.0
Massachusetts,25,2005708.0,2476070.0,1379021.0
Wisconsin,55,1656753.0,1895165.0,1059657.0
Texas,48,6591175.0,9164325.0,4098216.0
Nebraska,31,535213.0,709110.0,344129.0
Utah,49,796749.0,990800.0,456278.0
Oregon,41,1097974.0,1405845.0,690687.0
Florida,12,5448653.0,7524815.0,3416396.0
New York,36,0,0,0
Rhode Island,44,300529.0,371455.0,215497.0
Georgia,13,2253011.0,3379335.0,1337534.0
New Hampshire,33,358497.0,482575.0,261912.0
North Carolina,37,2680413.0,3529525.0,1706016.0
New Jersey,34,2403077.0,2938890.0,1661209.0
Colorado,08,1528864.0,2008930.0,991979.0
Maryland,24,1548380.0,2093170.0,1025554.0
Nevada,32,773285.0,1018580.0,493295.0
Tennessee,47,1540428.0,2256060.0,990140.0
Hawaii,15,421996.0,591220.0,264868.0
Indiana,18,1748623.0,2191530.0,1079060.0
Kentucky,21,1162694.0,1538415.0,789697.0
Minnesota,27,1562547.0,1952000.0,1043647.0
Oklahoma,40,1213040.0,1731720.0,761033.0
Pennsylvania,42,3169691.0,4439935.0,2174827.0
South Carolina,45,1232377.0,1579375.0,800539.0
District of Columbia,11,211736.0,337095.0,92623.0
Kansas,20,683046.0,1085815.0,475698.0
Missouri,29,1504236.0,2029675.0,945451.0
Vermont,50,179580.0,253300.0,114893.0
Virginia,51,2342449.0,2825165.0,1503158.0
Connecticut,09,1121517.0,1421045.0,790039.0
Iowa,19,801113.0,1068655.0,582004.0
Louisiana,22,1179138.0,1576670.0,740587.0
Ohio,39,2918114.0,3972035.0,1874115.0
Michigan,26,2555112.0,3290960.0,1644210.0
South Dakota,46,304382.0,391440.0,198905.0
Arkansas,05,723756.0,1064920.0,464641.0
Delaware,10,255036.0,359165.0,158871.0
Mississippi,28,710560.0,1059665.0,463252.0
New Mexico,35,765965.0,894645.0,502054.0
North Dakota,38,255282.0,293900.0,158378.0
Wyoming,56,166712.0,236065.0,104955.0
Alaska,02,281467.0,421375.0,174588.0
Maine,23,382117.0,503580.0,257677.0
Alabama,01,1064578.0,1556460.0,704173.0
Idaho,16,442491.0,589435.0,282541.0
Montana,30,312296.0,404125.0,205372.0
West Virginia,54,574473.0,680665.0,345274.0
