state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,1121779.0,1437825.0,844801.0
Illinois,17,1772568.0,2561800.0,1364527.0
California,06,5562553.0,8051475.0,4345018.0
Arizona,04,1041021.0,1393475.0,811080.0
Massachusetts,25,1009560.0,1502725.0,771430.0
Wisconsin,55,916129.0,1082100.0,689583.0
Texas,48,4007986.0,5098825.0,2901250.0
Nebraska,31,273950.0,407500.0,188607.0
Utah,49,510267.0,579700.0,307059.0
Oregon,41,650929.0,841550.0,466801.0
Florida,12,3351430.0,4441375.0,2304435.0
New York,36,0,0,0
Rhode Island,44,136904.0,228650.0,95258.0
Georgia,13,1328795.0,2020275.0,987693.0
New Hampshire,33,200675.0,311875.0,141108.0
North Carolina,37,1523425.0,2047050.0,1114685.0
New Jersey,34,1309703.0,1775575.0,971241.0
Colorado,08,885581.0,1210475.0,609445.0
Maryland,24,812231.0,1192675.0,598423.0
Nevada,32,411057.0,533800.0,318400.0
Tennessee,47,926787.0,1357425.0,634688.0
Hawaii,15,217780.0,310400.0,159583.0
Indiana,18,1018783.0,1387975.0,749756.0
Kentucky,21,649810.0,892100.0,474397.0
Minnesota,27,831483.0,1130550.0,622541.0
Oklahoma,40,660835.0,815675.0,468199.0
Pennsylvania,42,1678229.0,2682600.0,1269266.0
South Carolina,45,674843.0,891450.0,512156.0
District of Columbia,11,116261.0,193900.0,81699.0
Kansas,20,367891.0,581975.0,273430.0
Missouri,29,806902.0,1129875.0,592128.0
Vermont,50,102716.0,138025.0,70351.0
Virginia,51,1330305.0,1596425.0,993156.0
Connecticut,09,654766.0,847200.0,462710.0
Iowa,19,432473.0,595775.0,317851.0
Louisiana,22,735622.0,895150.0,501286.0
Ohio,39,1613153.0,2315100.0,1200949.0
Michigan,26,1537856.0,1919675.0,1061320.0
South Dakota,46,155026.0,182025.0,106251.0
Arkansas,05,457386.0,630700.0,330146.0
Delaware,10,142103.0,188075.0,111918.0
Mississippi,28,407723.0,613900.0,303627.0
New Mexico,35,399911.0,429950.0,276820.0
North Dakota,38,144179.0,155375.0,96731.0
Wyoming,56,89138.0,122000.0,65857.0
Alaska,02,175138.0,271550.0,122463.0
Maine,23,193246.0,299375.0,141778.0
Alabama,01,601159.0,963600.0,467032.0
Idaho,16,221585.0,328600.0,163950.0
Montana,30,167360.0,199825.0,122026.0
West Virginia,54,376113.0,395600.0,242233.0
