state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,208238.0,572600.0,169650.0
Illinois,17,365859.0,920225.0,291445.0
California,06,891489.0,3435650.0,744545.0
Arizona,04,154745.0,569525.0,104387.0
Massachusetts,25,217443.0,656850.0,192619.0
Wisconsin,55,137253.0,435900.0,125895.0
Texas,48,978042.0,1984225.0,861072.0
Nebraska,31,79699.0,199800.0,69113.0
Utah,49,104036.0,266025.0,98010.0
Oregon,41,115075.0,325325.0,107843.0
Florida,12,705398.0,1680200.0,647330.0
New York,36,0,0,0
Rhode Island,44,42028.0,82175.0,36489.0
Georgia,13,198756.0,1003975.0,86105.0
New Hampshire,33,55218.0,124300.0,12722.0
North Carolina,37,266938.0,852000.0,228686.0
New Jersey,34,262982.0,654900.0,236053.0
Colorado,08,239665.0,530800.0,198227.0
Maryland,24,178056.0,561500.0,162350.0
Nevada,32,61653.0,207150.0,31320.0
Tennessee,47,264713.0,598000.0,150893.0
Hawaii,15,36605.0,154150.0,
Indiana,18,211334.0,579050.0,125763.0
Kentucky,21,142436.0,329450.0,111449.0
Minnesota,27,165355.0,511200.0,154767.0
Oklahoma,40,172403.0,396975.0,118786.0
Pennsylvania,42,379944.0,1017475.0,285938.0
South Carolina,45,99887.0,317450.0,87584.0
District of Columbia,11,33049.0,68325.0,1957.0
Kansas,20,85650.0,261175.0,58477.0
Missouri,29,161784.0,526425.0,107939.0
Vermont,50,29571.0,69800.0,
Virginia,51,217836.0,845900.0,
Connecticut,09,161875.0,315025.0,58920.0
Iowa,19,112093.0,264125.0,101859.0
Louisiana,22,156186.0,369475.0,127078.0
Ohio,39,329318.0,957700.0,329295.0
Michigan,26,291519.0,772150.0,259119.0
South Dakota,46,50712.0,88375.0,42789.0
Arkansas,05,94854.0,297800.0,80458.0
Delaware,10,28413.0,91250.0,16647.0
Mississippi,28,61289.0,218825.0,51588.0
New Mexico,35,81855.0,199525.0,45873.0
North Dakota,38,40728.0,66725.0,34317.0
Wyoming,56,17794.0,57800.0,14406.0
Alaska,02,38680.0,149475.0,24541.0
Maine,23,57248.0,136875.0,39157.0
Alabama,01,84040.0,378975.0,74792.0
Idaho,16,38872.0,158125.0,33176.0
Montana,30,44063.0,89550.0,31886.0
West Virginia,54,110709.0,160975.0,
