state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,1444507.0,1619340.0,1016677.0
Illinois,17,2339546.0,2924925.0,1742360.0
California,06,7453468.0,9178020.0,5426591.0
Arizona,04,1469676.0,1688255.0,1087921.0
Massachusetts,25,1426512.0,1737170.0,1054948.0
Wisconsin,55,1230619.0,1301825.0,858185.0
Texas,48,4673868.0,5652800.0,3267255.0
Nebraska,31,372655.0,482975.0,252022.0
Utah,49,610580.0,658750.0,356371.0
Oregon,41,821720.0,924575.0,552058.0
Florida,12,4387051.0,5120975.0,2877011.0
New York,36,0,0,0
Rhode Island,44,198626.0,246175.0,136915.0
Georgia,13,1850856.0,2292085.0,1202374.0
New Hampshire,33,260809.0,328525.0,179139.0
North Carolina,37,2068505.0,2363200.0,1373952.0
New Jersey,34,1689031.0,1917150.0,1172226.0
Colorado,08,1202161.0,1348800.0,817009.0
Maryland,24,1087762.0,1450000.0,743806.0
Nevada,32,569810.0,646450.0,400079.0
Tennessee,47,1117120.0,1478150.0,757333.0
Hawaii,15,322966.0,397750.0,219881.0
Indiana,18,1269839.0,1487400.0,874152.0
Kentucky,21,824007.0,1006050.0,566677.0
Minnesota,27,1136840.0,1284150.0,788468.0
Oklahoma,40,865961.0,1061775.0,584493.0
Pennsylvania,42,2306828.0,2989725.0,1667727.0
South Carolina,45,910669.0,1066275.0,638364.0
District of Columbia,11,162674.0,225125.0,109045.0
Kansas,20,509332.0,645800.0,356901.0
Missouri,29,1083721.0,1275555.0,736999.0
Vermont,50,137144.0,163550.0,91923.0
Virginia,51,1705294.0,1949525.0,1172647.0
Connecticut,09,860534.0,984275.0,579380.0
Iowa,19,599489.0,707865.0,445872.0
Louisiana,22,894519.0,1042225.0,590652.0
Ohio,39,2140688.0,2518775.0,1486509.0
Michigan,26,1933648.0,2279240.0,1267083.0
South Dakota,46,232725.0,266970.0,156792.0
Arkansas,05,528467.0,691525.0,367436.0
Delaware,10,180940.0,204200.0,133251.0
Mississippi,28,491117.0,650750.0,349797.0
New Mexico,35,595951.0,605885.0,394841.0
North Dakota,38,194406.0,198650.0,126909.0
Wyoming,56,129470.0,150905.0,89605.0
Alaska,02,235141.0,299935.0,152349.0
Maine,23,268693.0,335375.0,190495.0
Alabama,01,788613.0,1082100.0,567505.0
Idaho,16,326336.0,358200.0,222381.0
Montana,30,237099.0,259215.0,165472.0
West Virginia,54,463513.0,481225.0,290411.0
