state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,488785.0,846625.0,404326.0
Illinois,17,723203.0,1417250.0,578406.0
California,06,2330633.0,4906525.0,1954048.0
Arizona,04,413662.0,829500.0,350648.0
Massachusetts,25,433615.0,859175.0,368358.0
Wisconsin,55,315876.0,610100.0,266481.0
Texas,48,1804006.0,3070825.0,1532381.0
Nebraska,31,134033.0,238100.0,110672.0
Utah,49,229007.0,341725.0,195221.0
Oregon,41,300676.0,492450.0,257296.0
Florida,12,1544794.0,2908275.0,1384407.0
New York,36,0,0,0
Rhode Island,44,70419.0,149225.0,56751.0
Georgia,13,604067.0,1235775.0,534161.0
New Hampshire,33,94623.0,162950.0,80674.0
North Carolina,37,676037.0,1246600.0,589436.0
New Jersey,34,563141.0,989900.0,492061.0
Colorado,08,447880.0,692700.0,364889.0
Maryland,24,350835.0,742175.0,311148.0
Nevada,32,159869.0,286950.0,136670.0
Tennessee,47,462646.0,838825.0,361767.0
Hawaii,15,92092.0,191575.0,74296.0
Indiana,18,491856.0,841725.0,408181.0
Kentucky,21,307462.0,471000.0,275610.0
Minnesota,27,346864.0,680700.0,273973.0
Oklahoma,40,326546.0,496350.0,282679.0
Pennsylvania,42,776799.0,1564125.0,639526.0
South Carolina,45,307348.0,453250.0,258015.0
District of Columbia,11,64194.0,91025.0,50902.0
Kansas,20,154719.0,348175.0,129861.0
Missouri,29,335695.0,661400.0,258298.0
Vermont,50,53624.0,90000.0,43356.0
Virginia,51,482973.0,1069725.0,415684.0
Connecticut,09,331264.0,492850.0,282674.0
Iowa,19,196203.0,361475.0,161445.0
Louisiana,22,341447.0,543700.0,297684.0
Ohio,39,685622.0,1233075.0,608379.0
Michigan,26,727437.0,1095675.0,599665.0
South Dakota,46,82512.0,106575.0,63950.0
Arkansas,05,221095.0,368650.0,185546.0
Delaware,10,66914.0,116325.0,55131.0
Mississippi,28,180960.0,358100.0,164715.0
New Mexico,35,204670.0,257075.0,166530.0
North Dakota,38,75242.0,86750.0,57996.0
Wyoming,56,41156.0,70750.0,36215.0
Alaska,02,97031.0,155700.0,80226.0
Maine,23,104069.0,178450.0,82837.0
Alabama,01,250612.0,521225.0,220464.0
Idaho,16,91271.0,181100.0,76199.0
Montana,30,77356.0,119500.0,63224.0
West Virginia,54,203992.0,243100.0,164528.0
