state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,643951.0,1031400.0,524466.0
Illinois,17,948804.0,1696575.0,733006.0
California,06,3095781.0,5666150.0,2563559.0
Arizona,04,557369.0,1013375.0,469916.0
Massachusetts,25,547082.0,1060900.0,438852.0
Wisconsin,55,450251.0,795050.0,375931.0
Texas,48,2340658.0,3659550.0,1886813.0
Nebraska,31,167276.0,288375.0,125263.0
Utah,49,286501.0,401375.0,227616.0
Oregon,41,382392.0,665325.0,314964.0
Florida,12,1890198.0,3396350.0,1610425.0
New York,36,0,0,0
Rhode Island,44,88094.0,173225.0,65668.0
Georgia,13,856746.0,1449800.0,729117.0
New Hampshire,33,123740.0,217100.0,96148.0
North Carolina,37,898736.0,1423475.0,762635.0
New Jersey,34,768944.0,1232525.0,649035.0
Colorado,08,545356.0,813400.0,423054.0
Maryland,24,475780.0,884650.0,398387.0
Nevada,32,224192.0,368800.0,191175.0
Tennessee,47,574142.0,998875.0,416716.0
Hawaii,15,120502.0,227400.0,96743.0
Indiana,18,607185.0,931500.0,495746.0
Kentucky,21,386001.0,650150.0,324581.0
Minnesota,27,485850.0,837550.0,376632.0
Oklahoma,40,410305.0,594925.0,339382.0
Pennsylvania,42,1032426.0,1976925.0,819889.0
South Carolina,45,407860.0,560150.0,339544.0
District of Columbia,11,76672.0,148525.0,59570.0
Kansas,20,206520.0,413350.0,168343.0
Missouri,29,408441.0,835400.0,313161.0
Vermont,50,63777.0,99750.0,48473.0
Virginia,51,785920.0,1232350.0,648378.0
Connecticut,09,421191.0,578600.0,340886.0
Iowa,19,237874.0,417900.0,182537.0
Louisiana,22,420908.0,648925.0,355024.0
Ohio,39,911004.0,1553900.0,759337.0
Michigan,26,922423.0,1362600.0,734903.0
South Dakota,46,102847.0,130700.0,74229.0
Arkansas,05,288651.0,453700.0,233935.0
Delaware,10,92509.0,143775.0,76980.0
Mississippi,28,222487.0,425000.0,199419.0
New Mexico,35,248321.0,317900.0,195327.0
North Dakota,38,91585.0,108050.0,66885.0
Wyoming,56,49166.0,85750.0,41441.0
Alaska,02,115268.0,193150.0,91794.0
Maine,23,132067.0,212125.0,99468.0
Alabama,01,342436.0,659400.0,288368.0
Idaho,16,114729.0,221550.0,93632.0
Montana,30,99272.0,141650.0,75432.0
West Virginia,54,256401.0,305200.0,191225.0
