state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,321200.0,696175.0,265507.0
Illinois,17,525261.0,1011225.0,414362.0
California,06,1460430.0,3548575.0,1195969.0
Arizona,04,266276.0,571725.0,235331.0
Massachusetts,25,318877.0,669325.0,277612.0
Wisconsin,55,213498.0,437900.0,188144.0
Texas,48,1403989.0,2105600.0,1222952.0
Nebraska,31,103689.0,211500.0,89054.0
Utah,49,163205.0,268175.0,144056.0
Oregon,41,216928.0,335075.0,192550.0
Florida,12,1174685.0,2069175.0,1068787.0
New York,36,0,0,0
Rhode Island,44,54081.0,108425.0,44164.0
Georgia,13,312336.0,1011200.0,278151.0
New Hampshire,33,71556.0,127225.0,64402.0
North Carolina,37,400779.0,999650.0,346533.0
New Jersey,34,400148.0,658800.0,354653.0
Colorado,08,330292.0,531775.0,278639.0
Maryland,24,247597.0,565125.0,225456.0
Nevada,32,102840.0,211750.0,85391.0
Tennessee,47,351813.0,657550.0,302260.0
Hawaii,15,63954.0,154150.0,52635.0
Indiana,18,334686.0,642425.0,283779.0
Kentucky,21,216039.0,337450.0,201688.0
Minnesota,27,251535.0,519600.0,209118.0
Oklahoma,40,242093.0,424000.0,209687.0
Pennsylvania,42,544416.0,1075350.0,464339.0
South Carolina,45,187175.0,350550.0,155548.0
District of Columbia,11,49988.0,68325.0,39747.0
Kansas,20,118434.0,263175.0,101824.0
Missouri,29,236254.0,528800.0,189793.0
Vermont,50,40581.0,74000.0,34427.0
Virginia,51,326894.0,852725.0,290146.0
Connecticut,09,229524.0,328775.0,201664.0
Iowa,19,144955.0,269000.0,130042.0
Louisiana,22,255591.0,370175.0,221109.0
Ohio,39,472084.0,968250.0,444812.0
Michigan,26,483592.0,773750.0,417228.0
South Dakota,46,61113.0,93675.0,51288.0
Arkansas,05,142337.0,297800.0,118763.0
Delaware,10,42557.0,91250.0,35679.0
Mississippi,28,113572.0,233550.0,103946.0
New Mexico,35,138150.0,204750.0,112450.0
North Dakota,38,56608.0,68675.0,47616.0
Wyoming,56,28057.0,58775.0,24788.0
Alaska,02,66331.0,150450.0,55434.0
Maine,23,73978.0,136875.0,62716.0
Alabama,01,130795.0,444650.0,114319.0
Idaho,16,63975.0,160075.0,53609.0
Montana,30,55893.0,98500.0,47209.0
West Virginia,54,152657.0,205475.0,128923.0
