state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,827944.0,1172525.0,658508.0
Illinois,17,1247521.0,2089050.0,962345.0
California,06,3920632.0,6773350.0,3228084.0
Arizona,04,719458.0,1186000.0,597525.0
Massachusetts,25,685074.0,1247600.0,539877.0
Wisconsin,55,595152.0,926300.0,491942.0
Texas,48,2930767.0,4244375.0,2257870.0
Nebraska,31,204136.0,346175.0,147583.0
Utah,49,376495.0,493425.0,271345.0
Oregon,41,487153.0,733875.0,378078.0
Florida,12,2260744.0,3791925.0,1812723.0
New York,36,0,0,0
Rhode Island,44,106949.0,178600.0,77940.0
Georgia,13,1051622.0,1688075.0,860543.0
New Hampshire,33,153145.0,245000.0,112544.0
North Carolina,37,1110074.0,1718275.0,902198.0
New Jersey,34,884736.0,1435750.0,724879.0
Colorado,08,661703.0,989075.0,495381.0
Maryland,24,594647.0,1011875.0,478473.0
Nevada,32,304323.0,425300.0,252886.0
Tennessee,47,718487.0,1108925.0,500458.0
Hawaii,15,169713.0,262900.0,126683.0
Indiana,18,710888.0,1117350.0,568118.0
Kentucky,21,483777.0,747000.0,387902.0
Minnesota,27,634453.0,934400.0,459716.0
Oklahoma,40,510693.0,700225.0,393313.0
Pennsylvania,42,1271529.0,2292500.0,993076.0
South Carolina,45,518892.0,684700.0,418519.0
District of Columbia,11,98862.0,166950.0,69999.0
Kansas,20,263624.0,492250.0,206997.0
Missouri,29,536188.0,957550.0,412990.0
Vermont,50,80054.0,116075.0,57432.0
Virginia,51,993848.0,1387775.0,805624.0
Connecticut,09,502347.0,668125.0,387627.0
Iowa,19,293377.0,507850.0,215693.0
Louisiana,22,536404.0,746550.0,404021.0
Ohio,39,1177237.0,1901750.0,936321.0
Michigan,26,1134175.0,1639575.0,866766.0
South Dakota,46,121593.0,153450.0,85921.0
Arkansas,05,351175.0,535550.0,274459.0
Delaware,10,114226.0,161525.0,92265.0
Mississippi,28,275884.0,495950.0,238039.0
New Mexico,35,306945.0,364875.0,231864.0
North Dakota,38,112827.0,131625.0,78325.0
Wyoming,56,67417.0,101650.0,53630.0
Alaska,02,134002.0,245700.0,101225.0
Maine,23,159236.0,254550.0,119024.0
Alabama,01,430597.0,799875.0,353522.0
Idaho,16,159394.0,262275.0,120147.0
Montana,30,122536.0,163675.0,91611.0
West Virginia,54,291819.0,328600.0,203731.0
