state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,373423.0,820875.0,306942.0
Illinois,17,570527.0,1173325.0,452010.0
California,06,1633875.0,4379500.0,1335886.0
Arizona,04,303899.0,797550.0,262120.0
Massachusetts,25,353117.0,776400.0,306646.0
Wisconsin,55,238758.0,577325.0,204746.0
Texas,48,1544551.0,2754800.0,1337706.0
Nebraska,31,111841.0,238000.0,94850.0
Utah,49,189578.0,337825.0,166334.0
Oregon,41,216928.0,479325.0,192550.0
Florida,12,1239975.0,2546050.0,1125338.0
New York,36,0,0,0
Rhode Island,44,59014.0,127450.0,47859.0
Georgia,13,453862.0,1162275.0,407000.0
New Hampshire,33,80639.0,155150.0,70281.0
North Carolina,37,473282.0,1157100.0,406257.0
New Jersey,34,432220.0,923300.0,381159.0
Colorado,08,353194.0,657250.0,296816.0
Maryland,24,271905.0,685325.0,243450.0
Nevada,32,115991.0,278175.0,95837.0
Tennessee,47,375669.0,723825.0,313154.0
Hawaii,15,79414.0,189675.0,63282.0
Indiana,18,387137.0,816025.0,320266.0
Kentucky,21,235143.0,450175.0,217837.0
Minnesota,27,259417.0,652350.0,213102.0
Oklahoma,40,267434.0,490500.0,230902.0
Pennsylvania,42,605428.0,1344375.0,508391.0
South Carolina,45,209631.0,443375.0,173906.0
District of Columbia,11,55108.0,75175.0,43377.0
Kansas,20,130434.0,312000.0,111907.0
Missouri,29,265382.0,621200.0,205217.0
Vermont,50,42835.0,78875.0,36233.0
Virginia,51,362092.0,992375.0,320175.0
Connecticut,09,264707.0,435075.0,230913.0
Iowa,19,158743.0,328600.0,139500.0
Louisiana,22,279398.0,492800.0,240762.0
Ohio,39,487481.0,1122300.0,456424.0
Michigan,26,548844.0,1059275.0,463917.0
South Dakota,46,65377.0,99300.0,54531.0
Arkansas,05,173312.0,361550.0,144792.0
Delaware,10,49369.0,106600.0,41900.0
Mississippi,28,136691.0,334800.0,124931.0
New Mexico,35,152465.0,237725.0,122956.0
North Dakota,38,59245.0,82850.0,48986.0
Wyoming,56,29309.0,67450.0,25841.0
Alaska,02,71907.0,154325.0,59449.0
Maine,23,80502.0,165175.0,67133.0
Alabama,01,165919.0,493125.0,144429.0
Idaho,16,73372.0,178175.0,61118.0
Montana,30,60389.0,112125.0,50413.0
West Virginia,54,167548.0,231800.0,135950.0
