state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,1514416.0,2013420.0,1045186.0
Illinois,17,2461385.0,3327065.0,1826927.0
California,06,7876011.0,10702330.0,5639811.0
Arizona,04,1555942.0,1977925.0,1110854.0
Massachusetts,25,1533534.0,1982950.0,1108977.0
Wisconsin,55,1282723.0,1447395.0,880148.0
Texas,48,4923960.0,7191395.0,3383302.0
Nebraska,31,405896.0,539590.0,271328.0
Utah,49,629173.0,759020.0,363912.0
Oregon,41,865750.0,1133695.0,567693.0
Florida,12,4502702.0,5997365.0,2881733.0
New York,36,0,0,0
Rhode Island,44,218499.0,292365.0,154012.0
Georgia,13,1919262.0,2535925.0,1203510.0
New Hampshire,33,282235.0,383145.0,203338.0
North Carolina,37,2164489.0,2770825.0,1389988.0
New Jersey,34,1803596.0,2297580.0,1278650.0
Colorado,08,1268302.0,1512970.0,847173.0
Maryland,24,1159983.0,1672605.0,802351.0
Nevada,32,606821.0,742630.0,409992.0
Tennessee,47,1175995.0,1774540.0,777850.0
Hawaii,15,339771.0,459350.0,228596.0
Indiana,18,1361053.0,1734580.0,911754.0
Kentucky,21,874840.0,1204585.0,614219.0
Minnesota,27,1189101.0,1520290.0,816072.0
Oklahoma,40,935457.0,1271050.0,613865.0
Pennsylvania,42,2425429.0,3493465.0,1731971.0
South Carolina,45,973703.0,1197015.0,687074.0
District of Columbia,11,170343.0,269005.0,73826.0
Kansas,20,530904.0,754495.0,388418.0
Missouri,29,1137233.0,1519205.0,732498.0
Vermont,50,144970.0,194760.0,94866.0
Virginia,51,1803505.0,2360275.0,1222818.0
Connecticut,09,912033.0,1099225.0,615837.0
Iowa,19,621717.0,792615.0,466702.0
Louisiana,22,920794.0,1247910.0,592378.0
Ohio,39,2288128.0,3030705.0,1535852.0
Michigan,26,2044496.0,2629540.0,1341342.0
South Dakota,46,242710.0,298240.0,162773.0
Arkansas,05,554466.0,816730.0,378928.0
Delaware,10,189836.0,274055.0,133489.0
Mississippi,28,525462.0,767265.0,368736.0
New Mexico,35,618666.0,680475.0,417861.0
North Dakota,38,199813.0,233550.0,127113.0
Wyoming,56,136366.0,172465.0,91162.0
Alaska,02,243650.0,315765.0,156267.0
Maine,23,305362.0,387360.0,211853.0
Alabama,01,839703.0,1138650.0,604602.0
Idaho,16,346534.0,422185.0,234983.0
Montana,30,246626.0,301215.0,171428.0
West Virginia,54,474477.0,556135.0,290180.0
