state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,1493572.0,1920320.0,1036564.0
Illinois,17,2416034.0,3005345.0,1802372.0
California,06,7728120.0,10168620.0,5560177.0
Arizona,04,1525794.0,1755635.0,1095494.0
Massachusetts,25,1500077.0,1747380.0,1090809.0
Wisconsin,55,1259647.0,1401205.0,872043.0
Texas,48,4800286.0,6151450.0,3330051.0
Nebraska,31,392756.0,514970.0,265602.0
Utah,49,611048.0,723510.0,356473.0
Oregon,41,864960.0,1092385.0,566952.0
Florida,12,4406005.0,5483265.0,2829480.0
New York,36,0,0,0
Rhode Island,44,211660.0,272255.0,148517.0
Georgia,13,1880429.0,2369305.0,1191004.0
New Hampshire,33,274267.0,344165.0,197531.0
North Carolina,37,2118218.0,2591415.0,1372784.0
New Jersey,34,1759059.0,2114690.0,1256071.0
Colorado,08,1233466.0,1417245.0,832723.0
Maryland,24,1132483.0,1634945.0,791071.0
Nevada,32,598423.0,719880.0,405839.0
Tennessee,47,1139836.0,1562170.0,761007.0
Hawaii,15,333599.0,449460.0,226376.0
Indiana,18,1298877.0,1704790.0,888217.0
Kentucky,21,851440.0,1181375.0,601422.0
Minnesota,27,1170259.0,1345050.0,805885.0
Oklahoma,40,906583.0,1173350.0,596443.0
Pennsylvania,42,2381079.0,3268605.0,1710379.0
South Carolina,45,941136.0,1122765.0,665137.0
District of Columbia,11,166724.0,249315.0,72181.0
Kansas,20,517379.0,699895.0,381430.0
Missouri,29,1110913.0,1315095.0,720372.0
Vermont,50,144085.0,178620.0,94054.0
Virginia,51,1765927.0,2283165.0,1206552.0
Connecticut,09,892882.0,1025755.0,600303.0
Iowa,19,614928.0,746475.0,461621.0
Louisiana,22,907334.0,1127670.0,587123.0
Ohio,39,2228732.0,2963035.0,1511089.0
Michigan,26,1985511.0,2448580.0,1310846.0
South Dakota,46,237230.0,278670.0,159201.0
Arkansas,05,540192.0,794230.0,373476.0
Delaware,10,186619.0,247115.0,132655.0
Mississippi,28,505655.0,720795.0,360349.0
New Mexico,35,612496.0,660415.0,414796.0
North Dakota,38,196576.0,217480.0,125262.0
Wyoming,56,136163.0,167025.0,91063.0
Alaska,02,239927.0,304875.0,154618.0
Maine,23,299427.0,355310.0,209024.0
Alabama,01,815108.0,1084440.0,593936.0
Idaho,16,340444.0,388815.0,232592.0
Montana,30,243015.0,260385.0,169958.0
West Virginia,54,470643.0,512865.0,288630.0
